8	12	1	2004	8	56	14	0.044236666	36.961540000	273026.898	5194.657
8	12	1	2004	9	0	11	0.044253333	36.961528300	273025.595	5196.500
8	12	1	2004	9	8	16	0.044245000	36.961538300	273026.708	5195.578
8	12	1	2004	9	16	17	0.044603333	36.961110000	272979.020	5235.211
8	12	1	2004	9	24	12	0.044545000	36.961158300	272984.398	5228.760
8	12	1	2004	9	32	13	0.044610000	36.961038300	272971.037	5235.949
8	12	1	2004	9	40	13	0.044593333	36.960986600	272965.280	5234.106
8	12	1	2004	9	48	14	0.044435000	36.960263300	272884.743	5216.596
8	12	1	2004	9	56	17	0.044280000	36.960143300	272871.381	5199.454
8	12	1	2004	10	8	18	0.044486666	36.959850000	272838.724	5222.312
8	12	1	2004	10	16	38	0.044491666	36.959841600	272837.789	5222.865
8	12	1	2004	10	24	11	0.044851666	36.959533300	272803.462	5262.682
8	12	1	2004	10	32	17	0.044948333	36.959451600	272794.366	5273.374
8	12	1	2004	10	40	24	0.045236666	36.959065000	272751.320	5305.265
8	12	1	2004	10	48	17	0.045223333	36.959020000	272746.310	5303.790
8	12	1	2004	10	56	14	0.045391666	36.958838300	272726.079	5322.409
8	12	1	2004	11	0	18	0.045460000	36.958835000	272725.712	5329.967
8	12	1	2004	11	8	12	0.045450000	36.958718300	272712.718	5328.861
8	12	1	2004	11	16	12	0.045371666	36.958885000	272731.279	5320.197
8	12	1	2004	11	24	13	0.045300000	36.959048300	272749.461	5312.270
8	12	1	2004	11	32	17	0.045431666	36.958428300	272680.427	5326.834
8	12	1	2004	11	40	11	0.045473333	36.958245000	272660.018	5331.443
8	12	1	2004	11	48	17	0.045361666	36.958303300	272666.509	5319.093
8	12	1	2004	15	24	24	0.045195000	36.950991600	271852.379	5300.684
8	12	1	2004	15	32	13	0.045053333	36.950915000	271843.850	5285.015
8	12	1	2004	15	40	24	0.045790000	36.951581600	271918.075	5366.489
8	12	1	2004	15	48	12	0.044933333	36.950153300	271759.037	5271.746
8	12	1	2004	15	56	31	0.045026666	36.954288300	272219.454	5282.055
8	12	1	2004	16	8	41	0.044595000	36.949350000	271669.591	5234.328
8	12	1	2004	16	16	17	0.045825000	36.948000000	271519.277	5370.372
8	12	1	2004	16	24	17	0.047253333	36.947425000	271455.258	5528.350
8	12	1	2004	16	32	13	0.047768333	36.946265000	271326.098	5585.313
8	12	1	2004	16	40	17	0.047826666	36.945105000	271196.936	5591.769
8	12	1	2004	16	48	16	0.050563333	36.943341600	271000.597	5894.455
8	12	1	2004	16	56	17	0.050490000	36.941076600	270748.395	5886.352
8	12	1	2004	17	0	13	0.049605000	36.941316600	270775.116	5788.469
8	12	1	2004	17	8	13	0.048090000	36.939955000	270623.500	5620.912
8	12	1	2004	17	16	12	0.046880000	36.939141600	270532.926	5487.087
8	12	1	2004	17	24	13	0.045863333	36.938241600	270432.710	5374.645
8	12	1	2004	17	32	24	0.046468333	36.937035000	270298.360	5441.563
8	12	1	2004	17	40	12	0.045156666	36.936515000	270240.455	5296.492
8	12	1	2004	4	24	46	0.065041666	36.970985000	274078.635	7495.650
8	12	1	2004	5	0	45	0.025278333	36.962355000	273117.596	3097.859
8	12	1	2004	5	8	23	0.025096666	36.964696600	273378.322	3077.762
8	12	1	2004	8	16	41	0.042705000	36.963086600	273199.100	5025.249
8	12	1	2004	8	24	17	0.044253333	36.962463300	273129.703	5196.497
8	12	1	2004	8	32	13	0.044410000	36.961015000	272968.442	5213.829
8	12	1	2004	8	40	17	0.044456666	36.961053300	272972.707	5218.990
8	12	1	2004	8	48	18	0.044273333	36.961495000	273021.887	5198.712
8	12	1	2004	8	56	14	0.044236666	36.961540000	273026.898	5194.657
8	12	1	2004	9	0	11	0.044253333	36.961528300	273025.595	5196.500
8	12	1	2004	9	8	16	0.044245000	36.961538300	273026.708	5195.578
8	12	1	2004	9	16	17	0.044603333	36.961110000	272979.020	5235.211
8	12	1	2004	9	24	12	0.044545000	36.961158300	272984.398	5228.760
8	12	1	2004	9	32	13	0.044610000	36.961038300	272971.037	5235.949
8	12	1	2004	9	40	13	0.044593333	36.960986600	272965.280	5234.106
8	12	1	2004	9	48	14	0.044435000	36.960263300	272884.743	5216.596
8	12	1	2004	9	56	17	0.044280000	36.960143300	272871.381	5199.454
8	12	1	2004	10	8	18	0.044486666	36.959850000	272838.724	5222.312
8	12	1	2004	10	16	38	0.044491666	36.959841600	272837.789	5222.865
8	12	1	2004	10	24	11	0.044851666	36.959533300	272803.462	5262.682
8	12	1	2004	10	32	17	0.044948333	36.959451600	272794.366	5273.374
8	12	1	2004	10	40	24	0.045236666	36.959065000	272751.320	5305.265
8	12	1	2004	10	48	17	0.045223333	36.959020000	272746.310	5303.790
8	12	1	2004	10	56	14	0.045391666	36.958838300	272726.079	5322.409
8	12	1	2004	11	0	18	0.045460000	36.958835000	272725.712	5329.967
8	12	1	2004	11	8	12	0.045450000	36.958718300	272712.718	5328.861
8	12	1	2004	11	16	12	0.045371666	36.958885000	272731.279	5320.197
8	12	1	2004	11	24	13	0.045300000	36.959048300	272749.461	5312.270
8	12	1	2004	11	32	17	0.045431666	36.958428300	272680.427	5326.834
8	12	1	2004	11	40	11	0.045473333	36.958245000	272660.018	5331.443
8	12	1	2004	11	48	17	0.045361666	36.958303300	272666.509	5319.093
8	12	1	2004	11	56	17	0.045406666	36.958368300	272673.746	5324.069
8	12	1	2004	12	8	17	0.045305000	36.958408300	272678.200	5312.825
8	12	1	2004	12	16	12	0.045341666	36.958215000	272656.677	5316.881
8	12	1	2004	12	24	16	0.055563333	36.961071600	272974.784	6447.390
8	12	1	2004	12	32	17	0.056963333	36.963238300	273216.042	6602.222
8	12	1	2004	12	40	17	0.058773333	36.964383300	273343.540	6802.403
8	12	1	2004	12	48	16	0.061456666	36.965628300	273482.177	7099.174
8	12	1	2004	12	56	30	0.065055000	36.970885000	274067.501	7497.125
8	12	1	2004	13	0	30	0.067071666	36.973936600	274407.290	7720.153
8	12	1	2004	13	8	41	0.048488333	36.952611600	272032.771	5664.924
8	12	1	2004	13	16	12	0.048618333	36.952371600	272006.049	5679.303
8	12	1	2004	13	24	17	0.048540000	36.952866600	272061.165	5670.637
